id,name,status,temperature,stockThreshold,openTime,closeTime,installedDate,lastCheckupDate,nextCheckupDate,lowStockItems,outStockItems,position,city,country
131,Machine 131,active,5,100,00:00,18:59,2023-06-07T21:56:37.013Z,2023-11-14T18:57:55.564Z,2024-02-29T17:35:35.567Z,15,2,"11.506206454597233,99.62020661284112",Bangkok,Thailand
132,Machine 132,inactive,5,100,02:00,21:59,2024-01-20T03:33:43.325Z,2024-01-29T02:11:53.910Z,2024-02-26T20:35:26.203Z,5,0,"21.324563484059823,105.58765514103675",Bangkok,Thailand
133,Machine 133,active,5,100,02:00,22:59,2023-06-23T12:21:21.858Z,2023-10-30T11:54:17.533Z,2024-02-21T15:57:40.216Z,9,0,"21.101661603641414,94.52373612735585",Bangkok,Thailand
134,Machine 134,inactive,5,100,06:00,19:59,2024-01-12T06:36:13.795Z,2024-01-28T22:15:32.218Z,2024-02-28T01:10:04.314Z,8,3,"15.692912603067809,110.23242914696084",Bangkok,Thailand
135,Machine 135,active,5,100,06:00,22:59,2023-06-13T15:58:23.995Z,2023-10-13T13:08:51.942Z,2024-02-24T07:38:56.678Z,15,1,"11.542513759896243,99.05248021272769",Bangkok,Thailand
136,Machine 136,active,5,100,06:00,19:59,2023-07-14T10:47:00.409Z,2023-12-18T08:06:00.701Z,2024-02-22T00:22:27.580Z,6,2,"13.812591528106472,92.49894397663093",Bangkok,Thailand
137,Machine 137,inactive,5,100,03:00,18:59,2023-08-15T14:36:03.702Z,2023-12-25T05:47:00.232Z,2024-02-18T08:36:32.720Z,17,3,"10.888555611483286,108.5773751645911",Bangkok,Thailand
138,Machine 138,inactive,5,100,05:00,20:59,2023-09-01T16:12:46.704Z,2023-11-17T12:29:25.937Z,2024-02-24T05:20:47.385Z,20,5,"21.568242116101068,100.63912482383171",Bangkok,Thailand
139,Machine 139,inactive,5,100,03:00,21:59,2023-11-02T22:51:02.480Z,2023-12-31T14:40:05.922Z,2024-02-15T10:55:30.059Z,12,2,"10.861124351817194,112.56319081420509",Bangkok,Thailand
140,Machine 140,inactive,5,100,02:00,19:59,2023-06-26T09:36:17.216Z,2024-01-11T18:56:26.415Z,2024-03-02T21:12:51.338Z,5,3,"21.5850014599661,96.43494158838246",Bangkok,Thailand
141,Machine 141,active,5,100,01:00,21:59,2023-12-07T02:06:21.237Z,2024-01-28T05:57:43.220Z,2024-03-03T14:38:35.685Z,11,1,"6.608187816790257,104.2386862174667",Bangkok,Thailand
142,Machine 142,inactive,5,100,05:00,19:59,2023-10-20T08:31:53.510Z,2023-11-19T10:21:47.850Z,2024-02-28T13:30:35.130Z,4,1,"23.193518747851666,102.48953807106659",Bangkok,Thailand
143,Machine 143,active,5,100,01:00,20:59,2024-01-27T01:27:11.791Z,2024-01-28T05:00:23.714Z,2024-02-13T18:51:18.942Z,1,2,"11.932334806583082,89.52130904201363",Bangkok,Thailand
144,Machine 144,inactive,5,100,03:00,21:59,2023-07-24T14:53:31.937Z,2023-10-24T20:09:38.483Z,2024-02-18T21:00:17.111Z,14,0,"10.189973926562267,97.22820926823988",Bangkok,Thailand
145,Machine 145,active,5,100,05:00,22:59,2023-11-13T12:53:32.155Z,2023-11-16T02:14:55.619Z,2024-02-13T14:17:34.312Z,12,4,"21.35514719997252,102.55447938469956",Bangkok,Thailand
146,Machine 146,inactive,5,100,04:00,18:59,2024-01-08T05:06:25.532Z,2024-01-11T05:32:49.806Z,2024-02-14T11:25:47.216Z,19,0,"19.834213200606303,111.54422925142921",Bangkok,Thailand
147,Machine 147,active,5,100,03:00,23:59,2023-09-12T00:58:09.734Z,2024-01-09T01:29:08.164Z,2024-02-17T17:46:35.079Z,18,2,"15.62642199299697,103.1546124885632",Bangkok,Thailand
148,Machine 148,inactive,5,100,06:00,23:59,2023-11-09T14:27:46.950Z,2023-11-12T05:11:30.099Z,2024-03-01T08:21:54.608Z,4,0,"13.60004530898938,102.02965640807429",Bangkok,Thailand
149,Machine 149,active,5,100,01:00,18:59,2023-09-22T03:17:39.322Z,2023-11-10T05:23:33.243Z,2024-02-19T12:48:12.048Z,5,5,"14.319252306481113,102.92038999003375",Bangkok,Thailand
150,Machine 150,inactive,5,100,01:00,19:59,2023-06-22T23:27:10.229Z,2023-07-19T03:53:14.157Z,2024-02-26T06:26:42.001Z,9,0,"7.065859874458348,104.08498983555069",Bangkok,Thailand
151,Machine 151,inactive,5,100,04:00,20:59,2023-07-06T17:11:59.582Z,2023-10-16T06:40:40.690Z,2024-02-17T22:12:17.746Z,19,5,"25.062665209554524,93.78300086531135",Bangkok,Thailand
152,Machine 152,active,5,100,03:00,22:59,2023-07-19T04:57:39.720Z,2023-12-30T19:23:27.763Z,2024-02-16T04:51:06.083Z,16,3,"14.94806162353449,100.82469749069048",Bangkok,Thailand
153,Machine 153,active,5,100,00:00,21:59,2023-09-25T14:16:44.699Z,2023-11-04T13:41:06.028Z,2024-02-27T22:44:01.921Z,18,3,"13.434605730086723,100.50313238727438",Bangkok,Thailand
154,Machine 154,active,5,100,05:00,21:59,2023-07-18T10:58:34.713Z,2023-11-12T22:43:43.126Z,2024-02-26T05:24:53.743Z,12,1,"15.064462879540907,95.90125171845432",Bangkok,Thailand
155,Machine 155,inactive,5,100,03:00,19:59,2023-09-18T09:26:00.560Z,2024-01-24T16:25:59.697Z,2024-02-22T16:56:39.306Z,17,5,"0.6968349637940516,100.48935306531689",Bangkok,Thailand
156,Machine 156,inactive,5,100,06:00,20:59,2023-12-15T04:42:04.630Z,2024-01-06T21:56:22.026Z,2024-02-21T20:29:28.125Z,6,3,"7.493007301126262,97.55147993781941",Bangkok,Thailand
157,Machine 157,inactive,5,100,01:00,22:59,2023-11-09T14:17:18.409Z,2023-12-01T12:45:48.688Z,2024-03-01T19:30:00.040Z,7,4,"7.0262908401215425,105.21860358863444",Bangkok,Thailand
158,Machine 158,active,5,100,04:00,22:59,2024-01-26T01:37:46.654Z,2024-01-27T07:39:29.233Z,2024-02-15T21:08:09.575Z,15,2,"5.34426375599384,101.36303696384994",Bangkok,Thailand
159,Machine 159,inactive,5,100,01:00,18:59,2023-11-06T21:08:18.213Z,2023-12-23T22:33:37.762Z,2024-02-19T00:49:53.131Z,12,1,"21.09386014035284,105.46863125853463",Bangkok,Thailand
160,Machine 160,active,5,100,04:00,20:59,2023-09-22T08:45:06.462Z,2024-01-13T06:45:39.116Z,2024-03-02T05:43:32.613Z,18,0,"6.624525169999822,96.42313607134031",Bangkok,Thailand
161,Machine 161,active,5,100,04:00,18:59,2023-12-16T23:48:12.371Z,2024-01-14T20:38:17.294Z,2024-03-02T02:02:46.437Z,8,4,"8.354813542300445,99.83421675159889",Bangkok,Thailand
162,Machine 162,active,5,100,06:00,23:59,2023-11-02T13:30:12.177Z,2024-01-20T17:07:32.943Z,2024-02-20T00:11:08.088Z,5,1,"9.782460853719904,104.02592345901542",Bangkok,Thailand
163,Machine 163,active,5,100,04:00,20:59,2023-07-30T10:44:15.481Z,2023-08-11T08:12:18.321Z,2024-03-03T03:34:46.258Z,10,3,"21.532341016391857,98.55643304774026",Bangkok,Thailand
164,Machine 164,inactive,5,100,01:00,20:59,2023-11-24T00:16:33.905Z,2023-12-23T18:49:39.004Z,2024-02-22T17:53:59.461Z,0,3,"17.82793323327312,93.59856240052943",Bangkok,Thailand
165,Machine 165,active,5,100,06:00,23:59,2023-09-20T18:46:22.557Z,2023-12-26T21:00:47.078Z,2024-02-28T06:11:58.252Z,9,2,"10.413928787670796,112.9362275794798",Bangkok,Thailand
166,Machine 166,active,5,100,05:00,22:59,2023-08-14T05:36:51.784Z,2023-12-06T07:42:04.107Z,2024-02-25T05:56:38.017Z,0,2,"22.45555107408536,95.62457702374854",Bangkok,Thailand
167,Machine 167,active,5,100,03:00,22:59,2023-07-14T11:21:16.894Z,2023-12-17T22:17:25.525Z,2024-02-17T03:06:15.327Z,9,4,"22.128880508747187,98.82784260235587",Bangkok,Thailand
168,Machine 168,active,5,100,05:00,18:59,2023-06-21T07:45:06.470Z,2023-07-23T13:17:36.770Z,2024-03-03T15:25:42.630Z,10,4,"22.546569416217046,104.97227837594153",Bangkok,Thailand
169,Machine 169,inactive,5,100,04:00,21:59,2023-10-03T01:54:07.847Z,2024-01-29T20:36:10.453Z,2024-02-20T15:12:18.364Z,15,3,"15.322938189875593,93.55422620507227",Bangkok,Thailand
170,Machine 170,active,5,100,05:00,22:59,2023-07-13T12:18:41.540Z,2023-11-10T14:02:46.511Z,2024-02-27T13:28:59.154Z,11,3,"14.994566704749321,98.55896018383237",Bangkok,Thailand
171,Machine 171,inactive,5,100,01:00,19:59,2023-11-30T16:32:35.826Z,2024-01-16T12:37:54.899Z,2024-02-17T10:52:25.091Z,20,1,"14.331184209004645,100.99899888519099",Bangkok,Thailand
172,Machine 172,inactive,5,100,02:00,23:59,2023-11-01T12:25:59.270Z,2023-12-12T21:53:28.208Z,2024-02-13T16:23:53.055Z,12,2,"13.53604062992904,100.41885135522318",Bangkok,Thailand
173,Machine 173,active,5,100,04:00,23:59,2023-07-05T04:25:34.922Z,2023-10-02T14:24:17.626Z,2024-03-03T04:33:40.108Z,0,3,"18.776238761814582,97.64450243988188",Bangkok,Thailand
174,Machine 174,inactive,5,100,04:00,23:59,2023-08-15T19:10:27.565Z,2023-10-18T19:01:25.998Z,2024-02-16T19:14:41.776Z,12,4,"7.634776843186626,95.47813957539972",Bangkok,Thailand
175,Machine 175,inactive,5,100,05:00,23:59,2024-01-27T13:59:21.248Z,2024-01-27T23:28:06.419Z,2024-02-17T16:07:52.524Z,6,1,"19.297766415059087,92.03351195807659",Bangkok,Thailand
176,Machine 176,active,5,100,03:00,21:59,2023-10-28T13:08:42.100Z,2023-12-19T13:45:56.279Z,2024-02-22T02:06:38.304Z,16,3,"10.644337740913869,95.41255819899789",Bangkok,Thailand
177,Machine 177,inactive,5,100,05:00,23:59,2024-01-12T17:09:55.979Z,2024-01-20T23:12:18.184Z,2024-02-21T21:45:51.660Z,13,0,"11.778964442953898,99.68320805165615",Bangkok,Thailand
178,Machine 178,active,5,100,02:00,19:59,2023-09-05T18:16:07.861Z,2024-01-17T03:48:04.785Z,2024-02-14T13:17:01.952Z,12,0,"18.729652190603435,98.55405259544295",Bangkok,Thailand
179,Machine 179,inactive,5,100,05:00,18:59,2023-06-26T07:13:25.062Z,2023-11-26T23:43:22.345Z,2024-02-19T08:38:27.116Z,14,5,"9.036697975587487,108.44275991158611",Bangkok,Thailand
180,Machine 180,inactive,5,100,06:00,22:59,2023-07-20T05:21:14.672Z,2023-08-28T06:16:22.077Z,2024-02-15T02:48:45.448Z,11,4,"21.10210432943377,106.6124635158402",Bangkok,Thailand
181,Machine 181,inactive,5,100,06:00,22:59,2023-06-08T00:04:19.647Z,2023-07-07T13:34:08.842Z,2024-03-01T04:22:03.210Z,3,2,"12.939206359676973,101.30202601208237",Bangkok,Thailand
182,Machine 182,active,5,100,01:00,21:59,2023-06-12T03:55:05.971Z,2023-11-04T10:40:00.172Z,2024-03-01T04:05:30.030Z,0,1,"24.153425948853545,103.6468450602921",Bangkok,Thailand
183,Machine 183,inactive,5,100,04:00,20:59,2023-06-05T12:38:33.921Z,2023-08-22T11:57:34.849Z,2024-02-17T07:15:59.361Z,4,0,"13.973384061118479,99.7493520897267",Bangkok,Thailand
184,Machine 184,inactive,5,100,06:00,21:59,2023-07-30T09:41:12.520Z,2023-08-09T20:44:11.211Z,2024-02-23T03:33:09.888Z,4,3,"13.716399106532032,112.290648331998",Bangkok,Thailand
185,Machine 185,active,5,100,02:00,19:59,2023-09-08T21:44:25.757Z,2023-10-18T23:44:17.502Z,2024-02-28T13:55:54.229Z,6,1,"18.15243622028742,108.07775789166067",Bangkok,Thailand
186,Machine 186,inactive,5,100,05:00,19:59,2023-11-04T02:35:07.249Z,2024-01-06T11:01:58.586Z,2024-02-23T14:28:33.401Z,18,3,"8.545178188268633,105.61957927771664",Bangkok,Thailand
187,Machine 187,inactive,5,100,05:00,23:59,2023-07-11T03:36:08.162Z,2023-08-14T05:41:46.319Z,2024-02-19T12:04:27.728Z,17,4,"7.7251106561250715,95.20271707403685",Bangkok,Thailand
188,Machine 188,inactive,5,100,00:00,23:59,2023-12-31T20:29:46.783Z,2024-01-29T09:32:07.431Z,2024-02-16T04:23:02.901Z,16,0,"11.379755257381117,95.39917400211266",Bangkok,Thailand
189,Machine 189,inactive,5,100,02:00,18:59,2023-12-04T02:29:18.600Z,2023-12-27T13:59:16.036Z,2024-02-16T04:20:53.160Z,9,0,"10.911267557289131,97.21163786904071",Bangkok,Thailand
190,Machine 190,active,5,100,05:00,22:59,2023-10-05T21:35:26.223Z,2023-12-10T17:36:54.171Z,2024-02-15T19:07:53.939Z,17,4,"7.222181398618146,89.34786421582874",Bangkok,Thailand
191,Machine 191,active,5,100,04:00,18:59,2023-11-08T02:02:33.763Z,2023-11-26T18:53:33.072Z,2024-02-21T22:34:27.902Z,19,4,"24.31342445154533,101.07996606819518",Bangkok,Thailand
192,Machine 192,inactive,5,100,04:00,20:59,2023-09-02T13:00:53.997Z,2023-10-19T22:03:04.535Z,2024-03-02T13:44:23.679Z,0,1,"21.59092314086001,109.81440640933363",Bangkok,Thailand
193,Machine 193,inactive,5,100,04:00,18:59,2023-08-18T16:58:34.847Z,2023-11-14T02:24:44.119Z,2024-02-27T02:16:18.995Z,17,2,"16.436382567767,97.1880777459661",Bangkok,Thailand
194,Machine 194,active,5,100,02:00,22:59,2023-08-09T10:39:24.245Z,2023-10-11T02:41:21.704Z,2024-03-04T14:53:26.410Z,15,0,"12.031283553427286,105.58677384321118",Bangkok,Thailand
195,Machine 195,inactive,5,100,00:00,23:59,2023-06-13T20:12:38.192Z,2023-12-08T04:05:49.356Z,2024-02-28T17:15:35.003Z,12,1,"21.508615930303076,96.46338017039727",Bangkok,Thailand
196,Machine 196,inactive,5,100,03:00,19:59,2023-10-05T15:44:51.966Z,2023-12-16T08:06:48.773Z,2024-02-22T22:25:51.004Z,1,2,"6.697643996069585,102.00494633574726",Bangkok,Thailand
197,Machine 197,active,5,100,01:00,23:59,2024-01-12T02:12:46.980Z,2024-01-19T16:23:12.581Z,2024-02-17T20:47:49.747Z,4,0,"10.918235544246366,93.83764187269458",Bangkok,Thailand
198,Machine 198,inactive,5,100,04:00,21:59,2023-10-12T22:49:37.194Z,2024-01-08T09:41:13.581Z,2024-02-14T21:17:02.341Z,5,4,"14.240663186913288,91.45409857045661",Bangkok,Thailand
199,Machine 199,inactive,5,100,06:00,18:59,2023-12-28T16:47:22.048Z,2024-01-03T16:59:32.453Z,2024-02-22T06:33:30.651Z,3,4,"14.321521673688206,104.7256102134669",Bangkok,Thailand
200,Machine 200,active,5,100,06:00,22:59,2024-01-09T20:54:36.859Z,2024-01-14T13:39:53.675Z,2024-03-01T15:49:38.497Z,11,0,"8.84823490735812,106.70587716246132",Bangkok,Thailand
201,Machine 201,active,5,100,03:00,21:59,2023-09-06T01:57:12.284Z,2023-10-03T20:13:12.444Z,2024-02-16T00:49:47.498Z,16,1,"16.05415238881991,104.92610646680862",Bangkok,Thailand
202,Machine 202,active,5,100,06:00,18:59,2023-12-24T03:03:21.402Z,2024-01-07T22:25:37.199Z,2024-02-19T11:22:26.888Z,6,2,"14.994534352431534,101.24058725388898",Bangkok,Thailand
203,Machine 203,inactive,5,100,05:00,23:59,2023-07-14T06:11:52.644Z,2024-01-04T16:40:39.768Z,2024-02-18T23:11:43.305Z,6,3,"13.636184468053198,100.25114489123905",Bangkok,Thailand
204,Machine 204,inactive,5,100,02:00,18:59,2023-09-25T01:20:34.236Z,2023-10-02T06:41:10.150Z,2024-02-28T00:25:19.768Z,17,3,"12.354304629315248,95.2228891806244",Bangkok,Thailand
205,Machine 205,active,5,100,02:00,22:59,2023-07-01T07:53:48.381Z,2023-07-31T20:47:40.627Z,2024-02-13T21:22:40.797Z,13,3,"16.239662971100937,106.46317763795753",Bangkok,Thailand
206,Machine 206,inactive,5,100,05:00,23:59,2023-07-10T16:37:07.502Z,2024-01-12T11:19:12.601Z,2024-03-03T02:20:49.132Z,0,4,"10.080292140185184,89.0433851128646",Bangkok,Thailand
207,Machine 207,inactive,5,100,05:00,18:59,2023-07-05T23:51:58.735Z,2024-01-23T00:29:21.300Z,2024-02-25T16:56:06.279Z,1,2,"7.547887430497455,101.72077808341317",Bangkok,Thailand
208,Machine 208,active,5,100,00:00,19:59,2023-12-26T14:48:35.127Z,2024-01-30T15:15:08.183Z,2024-02-16T18:59:48.285Z,9,5,"13.917453935332066,102.15097176389224",Bangkok,Thailand
209,Machine 209,inactive,5,100,06:00,18:59,2023-10-22T01:02:53.156Z,2024-01-29T22:30:22.413Z,2024-02-26T11:22:30.308Z,11,2,"11.708822469340262,98.0808439102434",Bangkok,Thailand
210,Machine 210,inactive,5,100,01:00,21:59,2024-01-18T13:05:25.539Z,2024-01-20T18:00:01.756Z,2024-02-19T12:00:54.988Z,7,3,"5.067271675209641,98.72287646759344",Bangkok,Thailand
211,Machine 211,active,5,100,02:00,18:59,2023-08-26T17:30:42.383Z,2023-10-14T12:48:28.880Z,2024-02-22T22:47:41.489Z,1,1,"20.164078908731184,104.41858621550057",Bangkok,Thailand
212,Machine 212,inactive,5,100,06:00,23:59,2023-06-08T19:12:33.289Z,2023-10-02T10:06:45.770Z,2024-02-27T06:39:41.362Z,5,1,"20.305020308656093,94.29079997476231",Bangkok,Thailand
213,Machine 213,inactive,5,100,03:00,20:59,2023-11-04T16:58:23.446Z,2023-11-20T12:34:01.139Z,2024-02-18T20:43:56.698Z,1,4,"4.666709346538838,98.38307841278197",Bangkok,Thailand
214,Machine 214,inactive,5,100,03:00,19:59,2023-07-04T06:41:30.447Z,2023-08-03T08:31:15.749Z,2024-02-27T02:16:00.611Z,15,2,"4.738946680249176,102.55410995335114",Bangkok,Thailand
215,Machine 215,inactive,5,100,02:00,22:59,2023-10-29T11:17:59.672Z,2023-11-01T06:55:02.860Z,2024-02-28T04:04:30.641Z,20,1,"20.31296034248557,100.66457319534322",Bangkok,Thailand
216,Machine 216,active,5,100,05:00,22:59,2024-01-30T01:44:48.010Z,2024-01-30T04:10:07.566Z,2024-03-04T03:37:15.692Z,2,2,"2.6137478371881553,95.36401358962007",Bangkok,Thailand
217,Machine 217,inactive,5,100,02:00,21:59,2023-07-08T03:08:20.126Z,2023-08-03T12:10:54.127Z,2024-02-15T13:26:35.023Z,4,2,"5.461098646919293,106.1717874775727",Bangkok,Thailand
218,Machine 218,inactive,5,100,01:00,20:59,2023-07-05T03:21:29.747Z,2023-07-11T07:30:59.939Z,2024-02-23T16:06:34.231Z,5,0,"15.413109019731039,104.69192485246606",Bangkok,Thailand
219,Machine 219,active,5,100,04:00,21:59,2024-01-26T10:58:18.566Z,2024-01-29T17:26:34.995Z,2024-02-15T15:36:15.278Z,9,1,"13.764140292095906,95.81009498589106",Bangkok,Thailand
220,Machine 220,active,5,100,06:00,18:59,2023-09-04T11:56:39.667Z,2023-11-05T14:19:31.309Z,2024-02-13T06:01:42.579Z,10,4,"18.778620009396313,99.1848307778331",Bangkok,Thailand
221,Machine 221,active,5,100,05:00,23:59,2023-07-22T08:20:16.244Z,2023-11-08T01:46:24.129Z,2024-02-26T17:54:51.093Z,6,1,"7.952857544360719,98.14066221238545",Bangkok,Thailand
222,Machine 222,inactive,5,100,06:00,19:59,2024-01-19T22:24:15.507Z,2024-01-27T16:34:48.210Z,2024-03-02T13:42:30.046Z,19,3,"16.35665455859262,96.59925554509584",Bangkok,Thailand
223,Machine 223,inactive,5,100,00:00,20:59,2024-01-17T05:56:20.880Z,2024-01-22T12:36:48.172Z,2024-02-15T07:20:17.573Z,16,4,"23.7977923479168,106.83209154157896",Bangkok,Thailand
224,Machine 224,active,5,100,01:00,18:59,2023-08-01T11:10:36.874Z,2023-08-01T14:31:11.712Z,2024-02-14T00:26:24.105Z,4,4,"15.799668796072945,91.89087441083393",Bangkok,Thailand
225,Machine 225,inactive,5,100,06:00,21:59,2023-09-22T22:46:49.579Z,2023-11-15T20:01:10.920Z,2024-02-22T06:04:53.774Z,15,2,"12.783647679067176,103.71929661577201",Bangkok,Thailand
226,Machine 226,inactive,5,100,01:00,23:59,2023-11-25T00:39:50.917Z,2023-12-13T10:14:10.705Z,2024-02-16T05:20:45.786Z,19,4,"12.452104483870468,98.97279926102112",Bangkok,Thailand
227,Machine 227,active,5,100,03:00,19:59,2023-11-28T03:30:21.677Z,2024-01-13T11:05:12.238Z,2024-02-27T12:37:44.628Z,6,0,"13.336078037919444,103.88596251334934",Bangkok,Thailand
228,Machine 228,inactive,5,100,05:00,18:59,2023-09-12T22:39:11.665Z,2023-11-08T00:51:02.391Z,2024-02-20T08:10:31.463Z,14,5,"14.540821956023056,101.62501069567236",Bangkok,Thailand
229,Machine 229,active,5,100,05:00,19:59,2023-10-05T08:14:47.522Z,2023-12-21T14:01:21.232Z,2024-02-16T20:45:27.852Z,3,5,"17.586310994209786,99.57656849674083",Bangkok,Thailand
230,Machine 230,inactive,5,100,05:00,22:59,2024-01-20T23:14:46.323Z,2024-01-22T13:56:47.493Z,2024-02-15T12:24:25.787Z,20,5,"21.06598761389798,105.67220685766995",Bangkok,Thailand
231,Machine 231,inactive,5,100,00:00,19:59,2023-11-20T01:19:52.902Z,2023-12-14T21:09:37.823Z,2024-03-01T15:38:08.494Z,11,0,"16.009750562664276,104.54128921800418",Bangkok,Thailand
232,Machine 232,inactive,5,100,05:00,22:59,2023-10-10T16:04:06.933Z,2023-10-18T04:14:43.074Z,2024-02-29T04:15:10.999Z,14,2,"13.623737707016929,100.18599085837081",Bangkok,Thailand
233,Machine 233,inactive,5,100,00:00,23:59,2023-12-17T06:09:44.616Z,2024-01-09T16:08:17.516Z,2024-02-22T00:05:36.824Z,8,1,"15.001686695453424,100.13622255486621",Bangkok,Thailand
234,Machine 234,active,5,100,02:00,21:59,2023-12-09T23:15:49.830Z,2024-01-26T09:47:35.487Z,2024-02-24T12:38:31.721Z,3,3,"12.018502183163132,103.3475743984942",Bangkok,Thailand
235,Machine 235,active,5,100,06:00,18:59,2023-07-08T16:09:28.207Z,2023-11-05T11:37:33.843Z,2024-02-29T11:29:45.614Z,12,0,"9.15501539725452,92.4228845496425",Bangkok,Thailand
236,Machine 236,active,5,100,06:00,19:59,2023-06-02T11:49:09.010Z,2023-06-16T10:27:46.351Z,2024-02-28T13:35:48.384Z,2,5,"9.94795533859686,95.96522141233174",Bangkok,Thailand
237,Machine 237,active,5,100,04:00,23:59,2023-11-04T23:12:59.450Z,2023-11-30T16:35:51.569Z,2024-02-18T02:59:17.631Z,14,0,"17.83637121752747,102.04206317973274",Bangkok,Thailand
238,Machine 238,active,5,100,01:00,20:59,2024-01-06T18:56:19.826Z,2024-01-13T04:26:21.951Z,2024-02-26T01:50:06.067Z,13,2,"21.99933815094269,104.26860706842683",Bangkok,Thailand
239,Machine 239,inactive,5,100,02:00,22:59,2023-09-08T11:11:07.447Z,2023-11-25T14:47:49.411Z,2024-02-19T19:13:53.545Z,10,3,"16.745994515117378,107.68534058958403",Bangkok,Thailand
240,Machine 240,inactive,5,100,06:00,21:59,2023-08-25T20:32:10.575Z,2023-11-20T15:03:25.957Z,2024-02-13T03:45:28.467Z,8,0,"14.690046879496943,107.620137860044",Bangkok,Thailand
241,Machine 241,inactive,5,100,00:00,20:59,2023-09-10T03:08:18.722Z,2023-12-04T00:20:46.953Z,2024-03-02T02:11:37.159Z,4,1,"5.196300712164074,102.71084516761141",Bangkok,Thailand
242,Machine 242,active,5,100,00:00,20:59,2023-10-07T22:43:51.183Z,2024-01-18T17:24:04.548Z,2024-02-22T23:59:36.218Z,11,0,"17.337119685778354,105.5452179644144",Bangkok,Thailand
243,Machine 243,active,5,100,03:00,22:59,2023-10-19T03:07:23.020Z,2023-11-14T04:19:36.361Z,2024-02-27T07:10:49.561Z,7,5,"15.012485141221592,91.98955406223206",Bangkok,Thailand
244,Machine 244,active,5,100,03:00,21:59,2023-06-23T07:56:05.895Z,2023-09-11T15:44:28.608Z,2024-02-17T07:25:32.865Z,9,4,"13.560410963005603,100.83845035078173",Bangkok,Thailand
245,Machine 245,inactive,5,100,04:00,19:59,2023-10-07T22:30:54.447Z,2023-12-28T16:44:27.095Z,2024-03-01T09:53:49.482Z,11,2,"7.481416417412058,98.47654830789224",Bangkok,Thailand
246,Machine 246,active,5,100,03:00,21:59,2023-08-09T23:30:05.184Z,2023-12-25T10:04:49.785Z,2024-02-22T20:36:52.547Z,1,0,"25.028378938138324,96.23724290848668",Bangkok,Thailand
247,Machine 247,inactive,5,100,05:00,19:59,2023-08-15T00:13:43.932Z,2024-01-18T18:12:28.467Z,2024-02-24T04:04:47.940Z,19,2,"9.431300133021075,100.94602985656547",Bangkok,Thailand
248,Machine 248,active,5,100,02:00,21:59,2023-07-10T03:15:00.885Z,2024-01-07T09:12:35.259Z,2024-02-28T12:22:44.459Z,7,1,"19.11059925856108,94.31619415122407",Bangkok,Thailand
249,Machine 249,active,5,100,00:00,23:59,2023-10-31T14:05:46.951Z,2023-12-31T07:45:08.742Z,2024-02-16T12:42:41.084Z,0,5,"25.430491977289417,97.61790247656427",Bangkok,Thailand
250,Machine 250,inactive,5,100,03:00,20:59,2023-06-12T22:11:40.339Z,2023-10-12T09:29:34.585Z,2024-02-26T02:06:34.546Z,4,2,"15.999521497538808,90.17966155769727",Bangkok,Thailand
251,Machine 251,active,5,100,01:00,20:59,2023-06-27T22:24:51.709Z,2024-01-05T15:35:35.980Z,2024-02-24T03:22:56.593Z,10,3,"15.454487751994256,99.00644513456973",Bangkok,Thailand
252,Machine 252,active,5,100,04:00,23:59,2023-09-20T22:14:26.842Z,2023-10-27T02:42:49.156Z,2024-02-16T16:03:01.085Z,16,2,"13.739593434486041,97.07476944287089",Bangkok,Thailand
253,Machine 253,active,5,100,03:00,23:59,2023-09-10T05:58:25.632Z,2023-11-01T03:54:53.392Z,2024-02-20T07:33:54.710Z,6,0,"25.640133279381306,106.34361159020011",Bangkok,Thailand
254,Machine 254,inactive,5,100,01:00,22:59,2023-09-11T02:25:13.691Z,2023-09-25T06:08:59.091Z,2024-02-29T02:12:49.168Z,12,0,"15.477675268105552,97.68475330979265",Bangkok,Thailand
255,Machine 255,active,5,100,03:00,22:59,2023-08-19T18:19:52.754Z,2023-10-02T00:22:59.632Z,2024-02-23T07:03:24.345Z,16,3,"7.978465687726655,97.33782691127158",Bangkok,Thailand
256,Machine 256,active,5,100,05:00,18:59,2024-01-19T12:45:19.377Z,2024-01-29T10:17:03.061Z,2024-02-29T19:26:55.890Z,15,1,"11.56534896441787,96.75691477360124",Bangkok,Thailand
257,Machine 257,active,5,100,05:00,21:59,2023-06-27T19:16:54.096Z,2023-12-12T03:20:18.916Z,2024-02-24T17:23:35.847Z,3,2,"16.45468433248679,107.2830017862816",Bangkok,Thailand
258,Machine 258,active,5,100,00:00,18:59,2023-12-15T05:50:54.373Z,2024-01-23T18:44:52.989Z,2024-02-23T12:07:36.575Z,10,5,"20.555446376047946,91.54016163646213",Bangkok,Thailand
259,Machine 259,active,5,100,04:00,21:59,2023-12-16T20:06:32.779Z,2024-01-17T12:41:33.497Z,2024-03-01T15:52:54.755Z,18,3,"13.979108417194862,100.88924042969802",Bangkok,Thailand
260,Machine 260,inactive,5,100,03:00,21:59,2023-09-11T15:37:15.985Z,2023-12-14T19:05:21.580Z,2024-03-04T04:21:42.770Z,19,1,"25.84535380825413,104.37174937872396",Bangkok,Thailand
261,Machine 261,active,5,100,04:00,22:59,2023-10-09T22:23:17.054Z,2023-11-04T12:59:10.025Z,2024-02-19T06:35:58.828Z,4,4,"12.84622960040494,99.8162942732173",Bangkok,Thailand
